,title,user_Score,release_Date,console,publisher,developer,tot_ship,tot_sale,na_sale,pal_sale,keydata,other_sale,last_update,VGscore
17708,Geon Cube    ,N/A  ,27th Oct 09  ,Wii,UFO Interactive  ,Strawdog Studios Ltd.  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17709,Muppets Party Cruise    ,N/A  ,11th Nov 03  ,GC,TDK Mediactive  ,Mass Media  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17710,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike    ",N/A  ,30th Jul 09  ,PSP,D3 Publisher  ,D3 Publisher  ,,0.02m,,,0.02m,,,N/A  
17711,South Park: The Stick of Truth    ,N/A  ,13th Feb 18  ,XOne,Ubisoft  ,Obsidian Entertainment  ,,0.02m,0.02m,,0.02m,0.00m,19th Mar 18,N/A  
17712,428: Shibuya Scramble    ,N/A  ,04th Sep 18  ,PS4,Spike Chunsoft  ,Abstraction Games  ,,0.02m,0.01m,,0.02m,0.00m,26th Sep 18,N/A  
17713,Dance with Devils    ,N/A  ,N/A  ,PSV,Unknown  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17714,Shippuu Mahou Daisakusen: Kingdom-Grandprix    ,N/A  ,14th Jun 96  ,SAT,Gaga  ,Eighting/Raizing  ,,0.02m,,,0.02m,0.00m,,N/A  
17715,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri    ,N/A  ,10th Aug 06  ,PSP,Yamasa Entertainment  ,Yamasa Entertainment  ,,0.02m,,,0.02m,,,N/A  
17716,Dungeons 2    ,N/A  ,26th Apr 16  ,PS4,Kalypso Media  ,Realmforge Studios  ,,0.02m,0.02m,,0.02m,0.00m,06th Feb 18,N/A  
17717,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP    ,N/A  ,27th Oct 11  ,DS,Plenty  ,Plenty  ,,0.02m,,,0.02m,,,N/A  
17718,Dream Chronicles    ,N/A  ,02nd Mar 10  ,DS,Zoo Games  ,Kat Games  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17719,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World    ,N/A  ,28th Jul 11  ,PSP,Quinrose  ,QuinRose  ,,0.02m,,,0.02m,,,N/A  
17720,Serious Sam: Next Encounter    ,N/A  ,12th Apr 04  ,GC,Global Star Software  ,Climax Group  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17721,Casper's Scare School: Classroom Capers    ,N/A  ,26th Oct 10  ,DS,Crave Entertainment  ,Nikitova Games  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17722,PachiPara 15: Super Umi Monogatari in Okinawa 2    ,N/A  ,18th Mar 10  ,PS3,Irem Software Engineering  ,Irem Software Engineering  ,,0.02m,,,0.02m,,,N/A  
17723,The Settlers IV    ,N/A  ,15th Feb 01  ,PC,Blue Byte  ,Blue Byte  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17724,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage    ,N/A  ,N/A  ,PSP,Unknown  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17725,Akai Ito DS    ,N/A  ,25th Dec 08  ,DS,Alchemist  ,Alchemist  ,,0.02m,,,0.02m,,,N/A  
17726,Knight's Apprentice: Memorick's Adventures    ,N/A  ,15th Jun 04  ,XB,XS Games  ,Microids  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17727,Natsuiro no Sunadokei     ,N/A  ,30th May 02  ,PS2,Princess Soft  ,Princess Soft  ,,0.02m,,,0.02m,,,N/A  
17728,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo    ,N/A  ,12th Apr 07  ,PS2,Sega  ,Sammy Studios  ,,0.02m,,,0.02m,,,N/A  
17729,SimCity Societies    ,N/A  ,13th Nov 07  ,PC,Electronic Arts  ,Tilted Mill Entertainment  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17730,Bara ni Kakusareshi Verite    ,N/A  ,01st Sep 16  ,PSV,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17731,Freedom Wings    ,N/A  ,21st Aug 06  ,DS,Natsume  ,BELUGA Computer Inc.  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17732,Steal Princess    ,N/A  ,19th May 09  ,DS,Atlus  ,Climax Entertainment  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17733,Ballblazer Champions    ,N/A  ,31st Mar 97  ,PS,LucasArts  ,Factor 5  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17734,Military History: Commander - Europe at War    ,N/A  ,20th Mar 09  ,PSP,Slitherine Software  ,Impressionware SRL  ,,0.02m,,0.02m,0.02m,0.01m,,N/A  
17735,Koisuru Otome to Shugo no Tate: The Shield of AIGIS    ,N/A  ,20th Nov 08  ,PS2,Alchemist  ,Alchemist  ,,0.02m,,,0.02m,,,N/A  
17736,Quake 4    ,N/A  ,11th Oct 05  ,PC,Activision  ,id Software / Raven Software  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17737,Galaxy Angel II: Eigou Kaiki no Koku    ,N/A  ,12th Mar 09  ,PS2,Broccoli  ,Broccoli  ,,0.02m,,,0.02m,,,N/A  
17738,Genroh    ,N/A  ,30th Aug 12  ,PSP,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17739,Left 4 Dead    ,8.5,17th Oct 08  ,PC,Valve Corporation  ,Valve Software  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17740,Moujuutsukai to Oujisama Portable    ,N/A  ,30th Jun 11  ,PSP,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17741,Indigo Prophecy    ,N/A  ,02nd Oct 05  ,PC,Atari  ,Quantic Dream  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17742,Iron Phoenix    ,N/A  ,25th Mar 05  ,XB,Sega  ,InterServ International  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17743,Otome wa Oanesama Boku ni Koi Shiteru Portable    ,N/A  ,29th Apr 10  ,PSP,Alchemist  ,Alchemist  ,,0.02m,,,0.02m,,,N/A  
17744,Discovery Kids: Snake Safari    ,N/A  ,08th Jun 10  ,DS,505 Games  ,505 Games  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17745,The Dwarves    ,N/A  ,01st Dec 16  ,XOne,THQ Nordic  ,KING Art Games  ,,0.02m,0.02m,,0.02m,0.00m,18th Aug 18,N/A  
17746,Fritz Chess    ,N/A  ,28th Jul 09  ,Wii,Deep Silver  ,Gammick Entertainment  ,,0.02m,0.02m,0.01m,0.02m,0.00m,,N/A  
17747,Heavy Fire: The Chosen Few 3D    ,N/A  ,19th Dec 11  ,3DS,Mastiff  ,Mastiff  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17748,Kannou Mukashi Banashi Portable    ,N/A  ,20th Jan 12  ,PSP,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17749,Kuon    ,N/A  ,07th Dec 04  ,PS2,Agetec  ,From Software  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17750,Tennis no Oji-Sama: Driving Smash! Side King    ,N/A  ,24th Jan 08  ,DS,Konami  ,Konami  ,,0.02m,,,0.02m,,,N/A  
17751,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku    ,N/A  ,16th Dec 10  ,PS3,Alchemist  ,Alchemist  ,,0.02m,,,0.02m,,,N/A  
17752,Brothers Conflict: Precious Baby    ,N/A  ,07th Apr 17  ,PSV,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17753,Fritz Chess    ,N/A  ,28th Jul 09  ,DS,Deep Silver  ,ShanBlue  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17754,Minecraft: Story Mode - Season Two    ,N/A  ,19th Sep 17  ,PC,Telltale Games  ,Telltale Games  ,,0.02m,,0.02m,0.02m,0.00m,07th Aug 18,N/A  
17755,UnchainBlades EXXiV    ,N/A  ,29th Nov 12  ,3DS,FuRyu Corporation  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17756,Carmen Sandiego: The Secret of the Stolen Drums    ,N/A  ,13th Sep 04  ,GC,BAM! Entertainment  ,Artificial Mind and Movement  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17757,Test Drive Unlimited    ,N/A  ,20th Mar 07  ,PC,Atari  ,Eden Studios  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17758,Dragon's Lair    ,N/A  ,16th Nov 10  ,DS,Destineer  ,United Coders  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17759,Sid Meier's Civilization Revolution 2+    ,N/A  ,03rd Dec 15  ,PSV,Take-Two Interactive  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17760,Ferrari Challenge Trofeo Pirelli Deluxe    ,N/A  ,15th May 09  ,Wii,System 3 Arcade Software  ,Eutechnyx  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17761,Ride 2    ,N/A  ,07th Oct 16  ,PC,Milestone S.r.l  ,Milestone S.r.l.  ,,0.02m,,0.02m,0.02m,0.00m,25th Jun 18,N/A  
17762,Dies Irae: Amantes Amentes    ,N/A  ,28th Jun 12  ,PSP,Views  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17763,Mind over Matter    ,N/A  ,31st Aug 10  ,DS,505 Games  ,505 Games  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17764,Puyo Puyo! 15th Anniversary     ,N/A  ,21st Mar 07  ,PSP,Sega  ,Sega  ,,0.02m,,,0.02m,,,N/A  
17765,Tom Clancy's EndWar    ,N/A  ,24th Feb 09  ,PC,Ubisoft  ,Ubisoft Shanghai  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17766,The Idolmaster: Gravure For You! Vol.9    ,N/A  ,28th Jun 12  ,PS3,Namco Bandai Games  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17767,Frontlines: Fuel of War    ,N/A  ,25th Feb 08  ,PC,THQ  ,Kaos Studios  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17768,I Doll U    ,N/A  ,16th Jul 15  ,PSV,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17769,Ryu-Koku    ,N/A  ,21st Sep 06  ,PS2,KID  ,KID Corporation  ,,0.02m,,,0.02m,,,N/A  
17770,Group S Challenge    ,N/A  ,11th Nov 03  ,XB,Capcom  ,Capcom  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17771,GunParade Orchestra: Midori no Shou    ,N/A  ,30th Mar 06  ,PS2,Sony Computer Entertainment  ,Alfa System  ,,0.02m,,,0.02m,,,N/A  
17772,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu    ,N/A  ,17th Apr 08  ,DS,Square Enix  ,Square Enix  ,,0.02m,,,0.02m,,,N/A  
17773,Veggy World    ,N/A  ,07th Sep 11  ,DS,Jack of All Games  ,Rhino Studios  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17774,Neo Atlas 1469    ,N/A  ,27th Oct 16  ,PSV,ArtDink  ,ArtDink  ,,0.02m,,,0.02m,,26th Apr 18,N/A  
17775,Bejeweled 2 Deluxe    ,N/A  ,30th Aug 06  ,PC,PopCap Games  ,PopCap Games  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17776,Balls of Fury    ,N/A  ,05th Oct 07  ,Wii,DSI Games  ,Black Lantern Studios  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17777,CV Casting Voice    ,N/A  ,19th Jun 14  ,PS3,Namco Bandai Games  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17778,Disney's Meet the Robinsons    ,N/A  ,27th Mar 07  ,DS,Disney Interactive Studios  ,Altron  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17779,Grey's Anatomy: The Video Game    ,N/A  ,04th Mar 09  ,PC,Ubisoft  ,Longtail Studios  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17780,Serious Sam HD: Gold Edition    ,N/A  ,23rd Sep 10  ,PC,Devolver Digital  ,Croteam  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17781,Shooter: Starfighter Sanvein    ,N/A  ,28th Feb 01  ,PS,A1 Games  ,Success  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17782,PriministAr    ,N/A  ,29th Sep 16  ,PSV,Entergram  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17783,X3: Terran War Pack    ,N/A  ,09th Mar 12  ,PC,Deep Silver  ,Egosoft  ,,0.02m,,0.02m,0.02m,0.00m,23rd Apr 19,N/A  
17784,Sakura Wars 1 & 2    ,N/A  ,09th Mar 06  ,PSP,Sega  ,Sega  ,,0.02m,,,0.02m,,,N/A  
17785,Mount & Blade    ,8.8,16th Sep 08  ,PC,Paradox Interactive   ,Taleworlds  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17786,Undertale    ,N/A  ,18th Sep 18  ,NS,4-Aug,Toby Fox  ,,0.02m,,,0.02m,,26th Sep 18,N/A  
17787,Crystar    ,N/A  ,27th Aug 19  ,PS4,Spike Chunsoft  ,FuRyu  ,,0.02m,,,0.02m,,07th Apr 19,N/A  
17788,Flipping Death    ,N/A  ,16th Oct 18  ,PS4,Rising Star   ,Zoink Games  ,,0.02m,0.02m,,0.02m,0.00m,22nd Jul 18,N/A  
17789,Grisaia no Rakuen: Le Eden de la Grisaia    ,N/A  ,11th Dec 14  ,PSV,Prototype  ,Prototype  ,,0.02m,,,0.02m,,,N/A  
17790,Tricky Towers    ,N/A  ,17th Nov 17  ,PS4,Soedesco  ,WeirdBeard  ,,0.02m,0.02m,,0.02m,0.00m,07th Sep 18,N/A  
17791,Terminator 3: The Redemption    ,N/A  ,06th Sep 04  ,GC,Atari  ,Paradigm Entertainment  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17792,This Is the Police 2    ,N/A  ,25th Sep 18  ,PS4,THQ Nordic  ,Weappy Studio  ,,0.02m,0.02m,,0.02m,0.00m,24th Mar 19,N/A  
17793,Unreal Anthology    ,N/A  ,06th Nov 06  ,PC,Midway Games  ,Epic Games  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17794,Tengen Toppa Gurren-Lagann    ,N/A  ,25th Oct 07  ,DS,Konami  ,Konami  ,,0.02m,,,0.02m,,,N/A  
17795,Pebble Beach Golf Links    ,N/A  ,01st Jan 95  ,SAT,Sega  ,Tikipod  ,,0.02m,,,0.02m,,,N/A  
17796,Sugoi Hebereke    ,N/A  ,11th Mar 94  ,SNES,Sunsoft  ,SunSoft  ,,0.02m,,,0.02m,,,N/A  
17797,The Liar Princess and the Blind Prince     ,N/A  ,30th Mar 19  ,PS4,NIS America  ,Nippon Ichi Software  ,,0.02m,,,0.02m,,06th Jun 18,N/A  
17798,Dakar 2: The World's Ultimate Rally    ,N/A  ,19th Jun 03  ,XB,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17799,The Sims: Complete Collection    ,N/A  ,02nd Nov 05  ,PC,Electronic Arts  ,Maxis  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17800,Higurashi Daybreak Portable Mega Edition    ,N/A  ,26th Nov 09  ,PSP,Alchemist  ,Alchemist  ,,0.02m,,,0.02m,,,N/A  
17801,Spider-Man: Web of Shadows    ,N/A  ,28th Oct 08  ,PC,Activision  ,Shaba Games / Treyarch  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17802,Shinken de Watashi ni Koi Shinasai! R    ,N/A  ,22nd Mar 12  ,PS3,Minato Station  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17803,Whiteout    ,N/A  ,24th Nov 02  ,PS2,Konami  ,Vicarious Visions  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17804,Agatha Christie: The ABC Murders    ,N/A  ,23rd Feb 16  ,PC,Microids  ,Artefacts Studios  ,,0.02m,,0.02m,0.02m,0.00m,01st Aug 18,N/A  
17805,Shiratsuyu no Kai    ,N/A  ,01st Aug 13  ,PSP,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17806,Street Fighter X Tekken    ,N/A  ,11th May 12  ,PC,Capcom  ,Capcom  ,,0.02m,,0.02m,0.02m,0.00m,04th Nov 18,N/A  
17807,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto    ,N/A  ,26th Jun 08  ,PSP,fonfun  ,fonfun Corporation  ,,0.02m,,,0.02m,,,N/A  
17808,XGRA: Extreme G Racing Association    ,N/A  ,24th Nov 03  ,GC,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17809,Cats Together    ,N/A  ,01st Nov 18  ,NS,Bandai Namco Games  ,Bandai Namco Games  ,,0.02m,,,0.02m,,07th Nov 18,N/A  
17810,Taito Legends 2    ,N/A  ,16th May 07  ,PS2,Destineer  ,Empire Oxford  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17811,Tumblestone    ,N/A  ,01st Nov 16  ,WiiU,Nighthawk Interactive  ,The Quantum Astrophysicists Guild  ,,0.02m,0.02m,,0.02m,0.00m,01st Apr 18,N/A  
17812,Kill.switch    ,N/A  ,16th Sep 04  ,GBA,"Destination Software, Inc  ",Visual Impact  ,,0.02m,0.02m,0.01m,0.02m,0.00m,,N/A  
17813,Plastic Memories    ,N/A  ,13th Oct 16  ,PSV,5pb  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17814,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!    ",N/A  ,11th Nov 10  ,PSP,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17815,Jinsei Game Wii    ,N/A  ,27th Dec 07  ,Wii,Takara Tomy   ,Takara Tomy  ,,0.02m,,,0.02m,,,N/A  
17816,Big Buck Hunter Arcade    ,N/A  ,17th Jan 17  ,XOne,GameMill  ,GameMill Entertainment  ,,0.02m,0.02m,,0.02m,0.00m,18th Aug 18,N/A  
17817,Kaleidoeve    ,N/A  ,22nd Jan 15  ,PSV,HuneX  ,HuneX  ,,0.02m,,,0.02m,,,N/A  
17818, No Heroes Allowed! VR    ,N/A  ,17th Oct 17  ,PS4,Sony Interactive Entertainment  ,Acquire  ,,0.02m,,,0.02m,,10th Jan 18,N/A  
17819,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore    ,N/A  ,04th Dec 08  ,DS,Benesse  ,Benesse  ,,0.02m,,,0.02m,,,N/A  
17820,Gekka Ryouran Romance    ,N/A  ,15th Sep 11  ,PSP,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17821,2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe    ,N/A  ,01st Jan 05  ,XB,Sega  ,Sega  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17822,Ore no Yome: Anata Dake no Hanayome    ,N/A  ,28th Oct 10  ,X360,Idea Factory  ,Lupinus  ,,0.02m,,,0.02m,,,N/A  
17823,Tale of a Hero    ,N/A  ,31st Aug 10  ,PC,Daedalic  ,Future Games  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17824,Meiji Toukyou Renka: Full Moon    ,N/A  ,25th Aug 16  ,PSV,5pb  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17825,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection     ,N/A  ,28th Jun 96  ,SAT,Sonnet  ,Sonnet  ,,0.02m,,,0.02m,,,N/A  
17826,Final Approach 2: 1st Priority    ,N/A  ,28th Feb 08  ,PS2,Princess Soft  ,Princess Soft  ,,0.02m,,,0.02m,,,N/A  
17827,Back to the Future: The Game    ,N/A  ,13th Oct 15  ,X360,Telltale Games  ,Telltale Games  ,,0.02m,0.02m,0.00m,0.02m,0.00m,23rd Apr 18,N/A  
17828,SBK: Snowboard Kids    ,N/A  ,22nd Nov 05  ,DS,Atlus  ,"in-glove Co., ltd  ",,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17829,Jewel Master: Cradle Of Rome 2    ,N/A  ,21st Oct 11  ,DS,Rising Star   ,Rising Star Games  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17830,Moujuutsukai to Oujisama: Snow Bride    ,N/A  ,24th Feb 11  ,PS2,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17831,Detective Jinguuji Saburo: Ronde Revenge    ,N/A  ,28th Jun 12  ,3DS,Arc System Works  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17832,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?    ,N/A  ,10th Nov 16  ,3DS,Namco Bandai Games  ,Namco Bandai Games  ,,0.02m,,,0.02m,,,N/A  
17833,Casper: Spirit Dimensions    ,N/A  ,15th Oct 02  ,GC,TDK Mediactive  ,Lucky Chicken Games  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17834,Meitantei Evangelion    ,N/A  ,18th Jan 07  ,PS2,Broccoli  ,Headlock  ,,0.02m,,,0.02m,,,N/A  
17835,Tsuyo Kiss 2 Portable    ,N/A  ,28th Oct 10  ,PSP,Unknown  ,NetRevo  ,,0.02m,,,0.02m,,,N/A  
17836,8 to Glory: The Official Game of the PBR    ,N/A  ,30th Oct 18  ,XOne,THQ Nordic  ,Three Gates  ,,0.02m,0.02m,,0.02m,0.00m,30th Sep 18,N/A  
17837,Butt-Ugly Martians: Zoom or Doom!    ,N/A  ,31st Jul 03  ,PS2,Crave Entertainment  ,Runecraft  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17838,Mar Heaven: Karudea no Akuma    ,N/A  ,30th Mar 06  ,DS,Konami  ,Alpha Unit  ,,0.02m,,,0.02m,,,N/A  
17839,World Championship Poker featuring Howard Lederer: All In    ,N/A  ,01st Jan 07  ,Wii,Crave Entertainment  ,Point of View  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17840,Overlord    ,N/A  ,26th Jun 07  ,PC,Codemasters  ,Triumph Studios  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17841,Command & Conquer 3: Deluxe Edition       ,N/A  ,26th Sep 08  ,PC,Electronic Arts  ,EA Los Angeles  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17842,Brain Dead 13    ,N/A  ,06th Mar 96  ,PS,ReadySoft  ,ReadySoft  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17843,Robotics;Notes    ,N/A  ,28th Jun 12  ,X360,5pb  ,5pb. Games  ,,0.02m,,,0.02m,,21st Nov 18,N/A  
17844,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri    ,N/A  ,21st Jun 07  ,DS,KOEI  ,Paon Corporation  ,,0.02m,,,0.02m,,,N/A  
17845,Cats Together    ,N/A  ,21st Nov 18  ,3DS,Bandai Namco Games  ,Bandai Namco Games  ,,0.02m,,,0.02m,,07th Nov 18,N/A  
17846,FIFA Soccer 09    ,N/A  ,14th Oct 08  ,PC,Electronic Arts  ,EA Canada  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17847,Mata Hari: Betrayal is only a Kiss Away    ,N/A  ,01st Jun 09  ,PC,Viva Media  ,Cranberry Production  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17848,Command & Conquer: The First Decade    ,N/A  ,07th Feb 06  ,PC,Electronic Arts  ,EA Los Angeles\ Westwood Studios  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17849,T.A.C. Heroes : Big Red One    ,N/A  ,16th Mar 10  ,DS,Storm City Games  ,Storm City Games  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17850,Dungeons & Dragons: Shadow over Mystara    ,N/A  ,01st Jan 14  ,PS3,Capcom  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17851,Super PickUps    ,N/A  ,25th Sep 07  ,PS2,XS Games  ,Milestone  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17852,The Fast and the Furious    ,N/A  ,24th Apr 07  ,PSP,Namco Bandai  ,Eutechnyx  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17853,The King of Fighters NeoWave    ,N/A  ,18th Apr 06  ,XB,SNK Playmore  ,SNK Playmore Corporation  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17854,Aquanaut's Holiday    ,N/A  ,29th Jun 95  ,PS,Sony Computer Entertainment  ,ArtDink  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17855,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa    ,N/A  ,22nd Mar 07  ,DS,Marvelous Interactive  ,Marvelous Interactive  ,,0.02m,,,0.02m,,,N/A  
17856,The Lord of the Rings: The Battle for Middle-Earth II    ,N/A  ,02nd Mar 06  ,PC,Electronic Arts  ,EA Los Angeles  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17857,Hot 'n' Cold    ,N/A  ,23rd Jun 09  ,DS,Majesco  ,Majesco  ,,0.02m,0.02m,,0.02m,0.00m,,N/A  
17858,Nisenochigiri    ,N/A  ,26th Aug 10  ,PSP,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17859,Clock Zero: Shuuen no Ichibyou - ExTime    ,N/A  ,23rd Apr 15  ,PSV,Idea Factory  ,Unknown  ,,0.02m,,,0.02m,,,N/A  
17860,Wakeboarding Unleashed Featuring Shaun Murray    ,N/A  ,10th Nov 03  ,GBA,Aspyr  ,Small Rockets  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17861,Kikou Heidan J-Phoenix: Cobalt Shoutaihen    ,N/A  ,05th Dec 02  ,PS2,Takara  ,Takara  ,,0.02m,,,0.02m,,,N/A  
17862,Last Escort    ,N/A  ,26th Jan 06  ,PS2,D3 Publisher  ,Vingt-et-un Systems  ,,0.02m,,,0.02m,,,N/A  
17863,Meikyuu Cross Blood: Reloaded    ,N/A  ,10th Nov 11  ,X360,Unknown  ,Kadokawa Shoten  ,,0.02m,,,0.02m,,,N/A  
17864,Livly Garden    ,N/A  ,28th Jan 10  ,DS,Marvelous Interactive  ,Marvelous Interactive  ,,0.02m,,,0.02m,,,N/A  
17865,Nicktoons Collection: Game Boy Advance Video Volume 3    ,N/A  ,04th Apr 05  ,GBA,Majesco  ,Majesco Games  ,,0.02m,0.01m,0.01m,0.02m,0.00m,,N/A  
17866,Root Infinity Rexx    ,N/A  ,22nd Jan 15  ,PSV,Idea Factory  ,Idea Factory  ,,0.02m,,,0.02m,,,N/A  
17867,Timmy Time    ,N/A  ,19th Aug 11  ,DS,Avanquest  ,Avanquest Software  ,,0.02m,,0.02m,0.02m,0.00m,,N/A  
17868,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden    ,N/A  ,04th Aug 11  ,PSP,Starfish  ,Starfish SD  ,,0.02m,,,0.02m,,,N/A  
17869,Kao Challengers    ,N/A  ,29th Mar 06  ,PSP,Atari  ,Tate Interactive  ,,0.02m,0.02m,0.00m,0.02m,0.00m,,N/A  
17870,Titan Quest    ,N/A  ,20th Mar 18  ,PS4,THQ Nordic  ,Iron Lore Entertainment  ,,0.02m,0.02m,,0.02m,0.00m,24th Mar 19,6
